[run number],1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
,64.87615685439471,54.15074624224151,62.00251368189408,80.31268614070534,64.73413931948461,51.48474538892006,60.91454439646221,59.6261369415293,62.11134236056036,51.43953172251538,111.09674340336521,99.03602512569823,90.77363971922811,103.52179062304317,110.69449168116329,136.7449146952558,127.2691204495178,119.65974300909848,115.04831543579519,115.41658428018667,201.6512616521955,241.53783476227213,216.60124612748353,228.6720691987797,199.4925681044848,271.1752660411881,228.50265452861345,221.19561905802098,226.6884485879961,211.09890241163677,437.33031526670675,423.05022115103975,499.1392892032045,445.5462457948419,498.92740960380297,477.8909269034228,441.9373301625972,511.9401344147714,401.9135603483526,411.48207680317466,791.2570428494139,848.892280660016,950.7741319926168,861.4413382978147,865.4430726658123,888.7876145168303,965.6145352190882,887.2663709178678,945.611749919418,832.9808551390008,1803.2909123455108,1728.806879850591,1441.8258242950756,1576.9084902707793,1953.2999212458105,1485.7386952876968,1713.2017957037149,1940.6574361909175,1725.759470303526,1878.5785403183847,2902.1938542608123,3373.407270691619,3180.294242237485,3491.3271793499425,3132.5396402744645,3117.356286828744,3134.3944460949656,3366.2154297765487,3410.9097742092845,3320.1381251779762,5976.79423351969,5622.9083549788365,5530.614815200441,6240.652539846703,6094.606420191167,6963.093442961857,5933.410941431686,7042.19632867377,5593.483461242646,6334.734090783892
,66.17114194973976,54.64299445748601,62.92788237108363,80.88220431860495,65.66388746654498,51.953924599950085,61.64741104469205,60.25489549083949,62.64426381847549,52.20328870003671,112.19018917476609,100.76273665979477,92.6210696076572,104.92284541542443,112.99973309111998,138.75434967390007,128.39421299734093,121.22775969975828,116.32998998780255,117.26270388192005,204.7435638055094,245.00036096708217,220.7459409449211,231.7764753807165,201.5390974001356,273.4900651400463,232.78561929873,223.95798402062022,230.0524456910517,214.24453325538582,441.9039807611943,428.0410271601601,505.9231980557498,450.9013143050429,503.9696619524859,483.84093345759436,448.61236760202235,517.6117024594218,408.9920679551336,417.9903071966105,802.1708997127223,857.8950583322596,964.4637600187204,873.7572660048696,877.0984030388996,901.1957520214246,978.9590130562365,906.4310477113213,960.3016382273217,843.2204501585294,1828.474842850957,1752.9572575556506,1459.9658367594918,1602.5373389810102,1978.137408485761,1505.7936226537295,1733.2231528566815,1963.8204972619667,1755.23282540701,1904.1171083270233,2940.15256077271,3422.198213850795,3228.9113013284286,3547.254640917911,3179.1014039749916,3154.003705091782,3177.2057074118866,3411.036383777093,3460.4524062745522,3363.272009465276,6058.107951963349,5716.309714336927,5612.60797866621,6318.631979283581,6184.80511165818,7068.385276473833,6019.572255667348,7133.250535885198,5673.755548392266,6417.456771448648
,67.38891007421905,55.1489122792659,63.88102139421549,81.45716396783284,66.64969149602929,52.415235105770535,62.38262908544128,60.872963629794796,63.185225031687445,52.95790113548838,113.26465616551276,102.41964463848872,94.57827445539839,106.32634972437036,115.5949652378344,140.81255084743495,129.48677173358777,122.73421842817203,117.61795537262924,118.9982844515649,207.9352242641277,248.3493445119478,224.8047174799723,234.92144956323088,203.56967077340818,275.76101805081976,236.65011881825612,226.78659308239145,233.1844447208504,217.28707861168144,446.3659829776772,432.9382600050718,512.8519114247168,456.0943531869134,508.87521128538054,489.76606515640606,455.1934483658679,523.2323927259848,416.49799786276117,424.69682962901453,812.8828774253152,866.9633714830312,978.3763044208904,886.3695361926509,889.0233188763649,913.4336470242943,992.1574285825492,924.3739364904585,974.8641831271516,853.620879203026,1853.2985648142744,1777.3181719764511,1477.9754607551586,1627.5673159021608,2003.4230607919835,1525.948903935204,1753.1833046804936,1986.9051298377528,1784.3959655946187,1929.7916853285126,2978.246206630393,3470.3760489493666,3277.495608822497,3603.5177996369816,3226.4875860746074,3190.6475525651517,3220.3868920021378,3455.875419057942,3511.4970302318075,3407.0934344787424,6139.731353548446,5810.603660441066,5695.129818427459,6396.152184348464,6274.425984180536,7174.12481948431,6106.809618180284,7224.543072945889,5754.08765100185,6500.340677738598
,68.50608585075632,55.670810805732444,64.88478830840911,82.03414479514488,67.69714768009072,52.87209580364413,63.1208373119948,61.50229158728415,63.739931934990665,53.69948686065083,114.31795541099126,103.98554065723432,96.66421141358187,107.74838751073663,118.60233895743922,142.93267667536963,130.56499519084636,124.18303431305202,118.90479971968325,120.65780385231128,211.26615693757438,251.6687089840698,228.77445877249352,238.10340742274212,205.57836190896606,277.999764892749,240.28550406837613,229.70317114935733,236.17118988601115,220.2195641036403,450.7257360560178,437.74077899705105,520.0003967172595,461.135665983965,513.6792676883347,495.757747154173,461.69621003752155,528.8686149319888,424.3108436310464,431.63178540956613,823.5077640579925,876.170245220639,992.3744912643598,899.7600827949341,901.4104978661225,925.3927738486498,1005.2803189262506,941.7436952542703,989.2764948180147,864.2904435368754,1877.9691560793751,1801.7172535362336,1495.9057274116392,1652.253486930244,2029.3842688359093,1546.2058571164491,1773.0776879764996,2009.8822637806895,1813.0941929002772,1955.5666509973398,3016.1577278103236,3517.7921672400626,3327.072237346865,3660.36233921996,3274.3912560980757,3227.259643118003,3263.840938491729,3500.998954464147,3564.070644340616,3450.8278392659017,6221.7318661335785,5905.827446769013,5778.274718522738,6473.119447185615,6363.384134864918,7278.138250473863,6195.072662057785,7316.079439562041,5834.932287529068,6582.8648701402135
,69.54209051474123,56.22500109707412,65.96685899190024,82.62336588060045,68.81995247481666,53.32628450645817,63.87482999585364,62.12766553425053,64.30371225462972,54.4257362494414,115.36207497133142,105.4688171464918,98.84918951575708,109.18970608893365,121.1833581848991,145.06854141275096,131.62449433520558,125.59417203117714,120.19017408419496,122.26746437128367,214.7805832891564,254.95354194280665,232.62053083087105,241.3412756685081,207.57908931867473,280.2220108575445,243.76498181163862,232.71826374693507,239.0574005830016,223.09705421956562,454.966654546254,442.5011873089665,527.3449058591254,466.04345082954774,518.4115960923613,501.81749491970294,468.1319494915315,534.5020015992574,432.6657896296374,438.7445844581361,834.134046498165,885.5011382900138,1006.4159585512986,912.3417024184558,913.9274789758316,937.0393899934952,1018.3126662768049,958.6718276686298,1003.4626841505615,875.2234173767528,1902.6590561607804,1825.9080039674818,1513.8096693329103,1676.7478289352582,2055.730028266827,1566.546585036699,1792.93905769359,2032.7984095975694,1841.6026295114252,1981.2067086654265,3053.927799834649,3564.607265820523,3376.2936196344926,3717.313764194899,3322.165359371989,3263.882362219964,3307.3104292874546,3546.2633923633225,3617.9923533639617,3494.4921792329724,6303.909704144103,6002.477728456499,5862.302500882973,6549.766816950315,6451.707035477394,7380.586003400011,6284.445665841035,7407.728800325967,5916.532267679971,6665.1083391241
,70.49174008000192,56.80221082628514,67.09344925388855,83.21667711951976,70.02175014882997,53.77955067077858,64.64824302608065,62.74800847910462,64.8806997894313,55.14852956632873,116.39538584343822,106.8949132297137,101.16107319775203,110.66635089944825,123.52231454282011,147.22803859629144,132.67599955671935,126.9713995485193,121.48163719763359,123.81635668415484,218.492599357462,258.1760415295048,236.4147657459166,244.65293352874443,209.57435896311372,282.4350520076756,247.174815785134,235.82901871569572,241.88252150338653,225.90031350780265,459.11189802673977,447.2019974966219,534.7468989085555,470.8421745005894,523.080459515443,508.0139616721058,474.5463856698707,540.176032993314,440.6970004588757,446.0398579405131,844.9089112515444,895.0120660763838,1020.0289789071362,924.6948700031742,926.2471741977176,948.4323913575821,1031.3077597908139,975.1048229084131,1017.4834763818048,886.5086649572808,1927.2898472932084,1849.9445682754724,1531.686166095746,1701.0620677367629,2082.519713369765,1586.957507673362,1812.8050558019368,2055.841034980343,1870.2610775814753,2006.6796820306595,3091.5458745021147,3611.0140877767435,3425.2767874517017,3774.251858443431,3369.1368139140227,3300.5658040675708,3350.7250180939527,3591.3731898752294,3672.0878572123743,3538.48898381565,6386.118775149707,6099.893811186563,5947.104727346215,6626.180935155775,6539.342967466279,7482.126312044081,6374.973520026844,7499.369321697544,5998.61495507179,6747.061999566135
,71.37012699384702,57.404337679103314,68.26055372684961,83.81962777691075,71.30276327005242,54.233897492338514,65.45962348330431,63.372910618903596,65.47148898273089,55.86894356542635,117.42713303619585,108.27092121273881,103.58051010776921,112.17336275758038,125.76727812636871,149.3953294231848,133.7252909109545,128.32440603128893,122.78397388941023,125.31831955506078,222.39859703016742,261.3600646782081,240.1665429460419,248.04563835373364,211.5709512298231,284.6452805976419,250.5344136215896,239.043090820436,244.6515277074562,228.68056278714388,463.190460934003,451.87081781579803,542.4630708192904,475.55096644618254,527.719765839071,514.3349430683479,480.9652677151626,545.8967941333281,448.53930813574743,453.4005294591327,856.156635163443,904.7472777941312,1033.1596912593786,937.0547234828448,938.5305644287415,959.5605403737577,1044.459663259362,991.1582498312257,1031.3676816001978,898.1334791654242,1951.1853428617794,1873.9169562422906,1549.6239147939184,1725.429053782506,2109.599888821065,1607.4523724778915,1832.7146314051754,2079.0243100114285,1899.4069252294923,2031.989352257751,3128.9622322353393,3657.260149240474,3474.059121479987,3830.86197034392,3415.592296806127,3337.4131221960542,3394.2537525222583,3636.302895229433,3726.190445032589,3583.2674217678414,6468.235552015591,6197.346023474886,6032.657997474674,6702.549521860956,6626.210938301206,7582.767110423976,6466.566395747689,7590.860121243668,6081.081264026064,6828.85799544638
,72.1841521620211,58.05045795389778,69.4959821862573,84.43181526553542,72.65618598498097,54.691013506369146,66.30096477272554,63.98460766784057,66.07339998055437,56.57132830522972,118.45565027990355,109.64764641570544,106.12143241511117,113.73740314907657,127.9586108988402,151.55520211424965,134.77643228331408,129.66676813287145,124.0869481611389,126.79163736107296,226.4773700038034,264.49721904022266,243.90693740615566,251.5699646443968,213.5726578006476,286.8625155830286,253.84288424477302,242.4153106499707,247.3954767850669,231.4110828074732,467.21523217354644,456.5190759503496,550.4420343604288,480.1901102460404,532.3371416112761,520.6668321791983,487.4773663868275,551.683247639674,456.3481128894005,460.60058706603195,867.7009195648724,914.7351908314097,1045.8979725151091,949.464758773643,950.8166292880634,970.4583195726277,1057.863368692311,1006.908054202898,1045.2575958597436,910.1433066833431,1974.6693025747593,1897.8724676002487,1567.7251982537766,1749.973517858083,2137.0363779167237,1628.0944352318309,1852.7702655257294,2102.5334873535267,1929.1020300160703,2057.253117733784,3166.3890579841004,3703.5884752462493,3522.945321817797,3887.415183883556,3461.372984741998,3374.46621401815,3438.074740900861,3681.0547306152316,3781.2699344293114,3626.502249467587,6550.442949960135,6294.698195093872,6118.857570326386,6778.92840581764,6712.538970424038,7682.179321603916,6558.876589221669,7682.173473359999,6164.2860446093255,6910.586568507906
,72.93034832362876,58.73337497972398,70.7976982319966,85.05989854216995,74.06837081922676,55.15256946151986,67.20397971133484,64.60253610440122,66.69246664594165,57.250511679833316,119.49085723794981,111.01970355942534,108.76850692299288,115.36914975970758,130.1346077218749,153.67595532580341,135.8370966143014,130.98530393552352,125.3863389948842,128.2295726166033,230.66809004920776,267.59013052318954,247.68683320294758,255.21963095786248,215.58112895920468,289.1141893215192,257.10465307829537,245.9472365325591,250.14435790551875,234.09838080310652,471.198856825858,461.15796800519337,557.9845643421763,484.7445787806474,536.9553573783088,526.8889479304552,494.1501965261491,557.5199141527155,464.13927948811477,467.6456588425674,878.2611111778913,925.0052612074998,1058.2731184557545,961.8915484145325,962.7924250595933,981.1780714833736,1071.8551817586858,1022.3517226777225,1059.1181718820737,922.4991339382609,1997.9192358771822,1921.9344751796395,1586.0225380442137,1774.745814608389,2164.055815092643,1648.902915742011,1873.016482664333,2126.4232831604527,1959.1312327750004,2082.577998650444,3203.9808220254304,3749.8983751708506,3571.6845278728233,3943.289037408876,3506.594585385708,3411.8502312834535,3482.311612658471,3725.6362476899812,3836.6641646281946,3669.0259783983574,6632.418815984094,6391.939768839871,6206.061711155638,6855.392329986859,6798.280146784738,7779.828442098841,6651.320260868277,7773.1826983373785,6248.21718074306,6992.455742661564
,73.61980831988932,59.44773133264598,72.02386814501047,85.68462473626106,75.51759462332265,55.61895208791404,68.18460862149077,65.22518429439162,67.32652423370003,57.9095226703079,120.54070063298383,112.39923723992615,111.5399690448048,117.05376803477127,132.34128776487938,155.76034070029198,136.90084835717562,132.28375489933916,126.68292660909344,129.64876273312848,234.82867416529734,270.63141926097734,251.44904328604426,259.0436438863397,217.59773600963666,291.4175273858359,260.3299570663862,249.66657328672378,252.87037624095234,236.74520755493907,475.17056150642145,465.8119140316761,565.0758962304047,489.2488998715034,541.5943060081187,532.9692577581607,501.06965206219417,563.4017777863929,471.8377343743526,474.4490040364574,888.4341415111144,935.5817976895194,1070.353695112941,974.3944503029365,974.5586364144832,991.715993046703,1086.9983908412023,1036.6925471602628,1073.0113457875616,935.1792885293006,2021.0011499217223,1946.101393004604,1604.557470755505,1799.8664458530516,2190.6427099781095,1670.0142266845653,1893.6297865802223,2150.5829058517666,1988.7506584754874,2108.024332084401,3241.8991132376173,3796.152829757563,3620.6977127898463,3999.238962606655,3551.2356852660896,3449.5780656676034,3526.989447958788,3769.790389296042,3891.403199222615,3711.155406679571,6714.381510186513,6489.4569253403615,6292.48480063489,6931.916798824819,6883.101566280127,7876.1984087401415,6744.270302000489,7863.456542817907,6332.883418923099,7073.968554017607
,74.27516293664935,60.221098348643146,73.24903205333383,86.30755280145573,76.97812086138462,56.09466129038377,69.24532806875344,65.84285200750146,67.97701463838914,58.54804179784045,121.6063072159938,113.8006412831717,114.47603380411381,118.83332071219243,134.60235306557183,157.8064171241124,137.98296681406316,133.55868879227478,127.9901623098878,131.0540036528033,238.90601607091114,273.63276196005484,255.17633471362535,263.0468531228351,219.63604016558207,293.7861922410507,263.51215183685554,253.66934316446748,255.57772921503746,239.30413508486728,479.1444075575775,470.4839516494572,571.846588051457,493.7435210070772,546.2818523645993,538.9350359786845,508.3424306549515,569.3844508358153,479.43612016686694,481.03627546076154,898.3581105055049,946.571446004745,1082.211798132565,987.0169041808181,986.0326470137052,1002.1652748813442,1101.4499776955927,1050.2393168093627,1086.8672602706904,948.1169997079469,2044.0908831446473,1970.3333622674772,1623.3870768389725,1824.9635423800273,2217.8623585972264,1691.4708673966195,1914.7984786616657,2174.533651197845,2017.621403784665,2133.8032403753773,3280.325099608949,3842.2416531207127,3669.921367400247,4055.3889936187793,3595.349795813866,3487.685984711313,3572.2429541135652,3813.327933483829,3945.9868369425385,3753.104339348174,6796.2081287364335,6587.535711054769,6378.1694706293,7008.639342379003,6967.148087536411,7971.10903853387,6837.820702642466,7953.251006028169,6418.4839898768005,7154.662549575728
,74.88584743021732,61.04282903842122,74.43833971549883,86.93585119065241,78.41280078961411,56.58011821816818,70.42849377800214,66.46733027160475,68.64061468693019,59.17366634968484,122.68793254106964,115.22224156249366,117.58880887138413,120.70768124169078,136.9821022822824,159.72873524655387,139.0841430964152,134.81309634295022,129.29677138309853,132.43750380558257,242.93371465752932,276.59688395285883,258.7115329303982,267.20084512315896,221.69944573016798,296.2328644320189,266.64295904756545,258.0242256402533,258.2723312359188,241.778998462978,483.14426037611906,475.185676551989,578.4113055336982,498.24308759375003,551.0072070305378,544.8416308122313,516.2141692970655,575.4542274351592,486.86656502305533,487.4243923773752,908.112769296039,958.034066763129,1094.036252590163,999.8913955060292,997.3722006170304,1012.5811425919892,1115.3251293595795,1063.1616941514762,1100.6853761851285,961.2401191323983,2067.240180043815,1994.6695965720926,1642.4312244497821,1849.84531902553,2244.4220708073085,1713.2672821031686,1937.043742384056,2198.0025591287467,2046.017406751995,2159.9972419027185,3319.394551777199,3888.089569886475,3719.0294608477384,4110.4325516104345,3638.926876732465,3526.126380286516,3618.1303536801774,3856.151893980802,4000.9682466054514,3794.868929628042,6877.858699120343,6686.395773566327,6463.455678925666,7085.610343705464,7050.379287610499,8064.835092407404,6931.391024263885,8042.458182889502,6504.836757094832,7234.681395532004
,75.47000431661081,61.89422807922621,75.52947987494535,87.55786341906474,79.79641649130846,57.07706382562824,71.75501515549142,67.0990856607494,69.32058051547541,59.78949598291926,123.7970584775274,116.67023307674117,120.90409165604136,122.66331196377968,139.54275412110047,161.58330909775628,140.21113359624616,136.04662509845178,130.60384440743707,133.8286172422503,246.90297600429747,279.51683698213327,262.0551883430041,271.5948233809485,223.78773463519332,298.7477726869372,269.71640555397227,262.970566646721,260.9719922856063,244.20406398028447,487.1787125291931,479.91192900239713,584.6525135300518,502.7441907313356,555.8009287069747,550.7339885401035,525.2065146942821,581.619730017519,494.2245148459901,493.6607358153235,917.7357085508593,970.0486712993411,1105.896754997953,1013.0115155789016,1008.597201854154,1023.0013701265274,1129.1676496080154,1075.6394003286412,1114.5125318995285,974.6655535315815,2090.4510587303052,2019.2281424755656,1661.7863678714464,1874.5969497501587,2270.1753594900033,1735.412426227436,1958.8932825010343,2221.033831654088,2073.8343548646635,2186.9037540228046,3359.396568713672,3933.6822371258077,3768.133529912464,4164.555224901288,3682.1608994919807,3564.9743867430825,3664.615417901951,3898.5067872001355,4056.4901100188254,3836.444659784801,6959.234128610507,6785.845083699254,6548.635312241191,7162.819844165433,7132.733195361696,8157.577247957693,7025.344331542499,8131.341213616895,6591.452795423797,7314.290653654787
,76.01623703184524,62.80126499559872,76.54071539003645,88.17300253551241,81.10113079086733,57.58730237629165,73.30183723616015,67.73910838827388,70.0179378854783,60.38424684271618,124.93113575422194,118.14986175373006,124.23791686063603,124.7665311720018,142.37502439233384,163.350837424544,141.37503682482026,137.26745515111557,131.90756164695438,135.21898880270177,250.80661905354577,282.40059679834417,265.222187508028,276.07237945616544,225.92644192710887,301.3418819216837,272.7321471016035,268.65433511949493,263.72606451953664,246.57156198720028,491.26258925264904,484.6499652216358,590.6200553268525,507.28964624066043,560.6819446426946,556.6462285034263,535.0934430551607,587.9531068116011,501.5696926468042,499.75892701824574,927.2357306959434,982.627702008252,1118.0038620584914,1026.5380019248391,1019.7702347878038,1033.5159583662048,1143.50237431655,1087.7586438736894,1128.331643028428,988.2140325578207,2113.813841768325,2044.0424276740628,1681.3157861937093,1899.3936766003098,2295.3905709840697,1757.8983303304574,1980.7442738799025,2243.5643055675932,2101.089275760966,2213.760147725885,3399.4659064183843,3979.280664897783,3816.9538976831336,4217.827941027732,3725.19080365791,3604.301970710511,3711.601852254133,3940.501028212026,4110.308392805045,3877.9371487213502,7040.180007878201,6886.14518082424,6634.038134184613,7239.867985284757,7214.291166635193,8249.78523069962,7119.727707333999,8219.747766916857,6678.4059547032575,7393.574166604466
,76.54396872297094,63.75408839072951,77.50398152153566,88.7854486538943,82.32565062559533,58.11305328349432,75.0857255076285,68.39083791792486,70.71796200429634,60.95505612858844,126.09253044539206,119.65905596731223,127.58582066251,126.98199368446188,145.3851987891144,164.995523527168,142.57298178869286,138.47827403603475,133.21931294321487,136.62559347879554,254.7223865406376,285.2546987850941,268.2155461810502,280.45639609499165,228.11591099299955,304.0453616681473,275.69260621327146,274.5142927425871,266.47399025920237,248.89572713194843,495.3970668638361,489.4312593862015,596.3589576837878,511.86149447858986,565.6410077328824,562.6379636591706,543.9817562899357,594.5196256946267,508.86492834878527,505.72840108654384,936.6659529791295,995.9560320271664,1130.426963776213,1040.618446193191,1030.9466138551056,1044.1376808763807,1156.8778491662267,1099.647850937099,1142.3920041128679,1001.7567294418104,2137.353304820813,2069.3298497499295,1701.0718748336922,1924.5978674680177,2320.1286347195382,1780.6843305098946,2002.926800824639,2265.7996899687546,2127.8664898528054,2240.9558019920723,3439.257014166407,4025.0045704123077,3865.315783688242,4269.8634136653445,3768.033374240687,3644.115996773211,3759.1018153065124,3982.250221382519,4162.77651875435,3919.519849618825,7120.754567278988,6987.451037344702,6719.734173376074,7316.551100980597,7295.1683689367865,8341.397583483611,7214.023028145198,8307.225182402617,6765.664960336894,7472.632505715599
,77.05156213995947,64.71830304980934,78.38242682701699,89.39246645002423,83.46491885042052,58.65634224477706,76.86771523647701,69.05763655376566,71.42943359907021,61.50730287679916,127.28539724751522,121.20925428231537,130.88487041085958,129.31569795090817,148.2422668217041,166.55406043984198,143.8134827273977,139.6906578374465,134.54349350720682,138.05072435713532,258.60395610909717,288.0572344598337,271.07457963812493,284.63664574483755,230.35003127651973,306.88184088548184,278.5948995950678,279.46086533449767,269.2594636356099,251.1798302028032,499.59334294426975,494.24543930066824,601.94000081709,516.4597885674743,570.7322858070027,568.7973350395486,552.463346129199,601.443155506696,516.1681045414173,511.60504301473776,946.0635859099147,1010.0671544760671,1143.8890033210032,1055.466887529113,1042.1553470285123,1054.9218435334647,1169.8290710094948,1111.292081408048,1156.6870426693458,1015.2059445553408,2161.186186894327,2095.1048888047467,1720.9151014354316,1950.3714810574331,2344.290752991956,1803.7336197876111,2025.6222605830853,2287.713456126007,2154.346897263995,2268.4037169456474,3478.953542303736,4071.1216669956207,3914.1147202463567,4320.448032098891,3810.5303977788935,3684.540002101707,3807.1576777791906,4023.7807667721336,4214.1426487764065,3961.1564597562697,7201.510135032614,7089.201703313859,6805.070634817476,7392.571619343335,7375.562996060848,8432.785149639027,7306.4540393114985,8392.951017486983,6853.631200784196,7551.394361311246
,77.545125935075,65.7238233341882,79.20130324784785,89.98396532253358,84.5088761823067,59.219323295188296,78.52499286715934,69.73790515584025,72.1548679597464,62.04963253775239,128.51836634519157,122.80286415870295,133.8855336033932,131.74559068313985,150.81318351455468,168.05322089971241,145.09268983665092,140.89668132946917,135.8748446443322,139.51575045720662,262.47905931259515,290.83716735918324,273.8306821833995,288.64284092106635,232.64869976401388,309.90173087879924,281.4456032613341,283.9227357760805,272.0780105290557,253.42407661127984,503.8539913124359,499.0815145803126,607.3442368055894,521.1076528426173,575.9222610652972,575.2466288028263,560.0012375744137,608.7967956731085,523.3577979330256,517.3521996840238,955.4649935394177,1024.863627165414,1156.7606869069725,1071.3977304766163,1053.4664813828076,1065.9331875050336,1182.5446283995452,1122.8824574620423,1171.1551264402606,1028.5090768013513,2185.52795989169,2121.4132095382747,1740.9166379117282,1975.6423190354915,2367.9405221487355,1827.1795732297803,2048.458217535158,2309.4480729046286,2180.318298280947,2296.139928646973,3518.5438351313524,4117.738899229038,3962.040754208281,4370.029969566488,3852.877326923841,3725.4876520868097,3855.7635681388338,4065.101333994894,4264.521222138498,4002.860941562227,7283.509561472638,7191.085521650757,6890.4522667054025,7467.859001813861,7455.442587280942,8523.9825570152,7398.062826727786,8477.221000061958,6940.775166296552,7629.916646238005
,78.02803279381583,66.72855033699669,79.9811455471334,90.56445994794471,85.4792126789592,59.809182746863726,79.914186077526,70.43221870285353,72.8668419875677,62.5867728031237,129.7877737928443,124.43485102950612,136.5503654999353,134.2664564835508,153.12466497342794,169.48084667370455,146.42203422827205,142.1217015025778,137.22982830791298,141.00848662245104,266.34080936030193,293.602024126415,276.4999720510001,292.53410918096654,235.02747368705042,313.0860532206853,284.2733360230709,288.1221238940367,274.9471421867207,255.64568695002964,508.16600033618374,503.9255044801477,612.6289817766209,525.8100583611649,581.3028937344219,582.0372430031406,566.8746117871311,616.3631192959173,530.5423898265558,523.0467486971178,964.947236941511,1039.78591028367,1169.5500178807727,1088.9156958656458,1064.898423855589,1077.2231809988366,1195.3201163631124,1134.4688343216192,1185.6677191836502,1041.5890053044304,2210.810419570071,2148.2017479134183,1761.072546381774,2000.4383056580068,2391.1754303256675,1850.8454993276903,2071.368632227309,2331.216378398611,2205.8019601114715,2324.5576215652713,3558.2400030474687,4164.801601971391,4009.6493054808166,4419.1141315915265,3895.299595381118,3766.7795885624487,3904.8586235477933,4106.1070675339515,4313.953448554867,4044.6762182919715,7364.503609817442,7292.3215770850275,6975.906476717552,7542.557139820107,7535.017226435739,8614.993356368539,7489.046493284637,8560.355470254824,7027.79926854888,7708.208485858588
,78.50304873866162,67.70063507181709,80.71705974881526,91.1422263099714,86.38792219932976,60.42435647718767,81.18380738770809,71.16092751783253,73.58735879601129,63.10503958670783,131.08929413083928,126.11425402611455,138.92026774827724,136.62680433244037,155.25821115315918,170.8316960493661,147.80608257968058,143.3388348570186,138.59975769669236,142.5426833476973,270.1715404237198,296.3220732939276,279.10274124658514,296.3157563000275,237.49557671744537,316.5470456009107,287.0751240423088,292.1258073943977,277.86950917510654,257.8697698098039,512.5188029243793,508.7921540893744,617.8141745987363,530.5583592716897,586.8727823557182,589.2879270864815,573.345669934226,623.8566245777553,537.6548361382788,528.6724121026857,974.5305645308877,1054.5515868384439,1182.4996310333281,1106.4800662409493,1076.5259962550656,1088.8135668345092,1208.3308866534057,1146.1079036861559,1200.4106711620211,1054.5211045409606,2236.9185013980286,2175.625855339294,1781.2624316527217,2024.7301482699856,2414.1434424066415,1874.8695397433612,2094.5402517498264,2353.148763075653,2230.8591608957995,2353.1464283349274,3598.0618094421106,4212.342795081287,4057.217501634215,4467.9644386892005,3937.9414775827054,3808.374124183755,3954.5923142753136,4146.802140079539,4362.2891134106985,4086.6659634025355,7445.434858130853,7392.6398083891045,7060.728586636128,7616.667238826148,7614.549662417931,8705.978517322821,7579.207856165865,8642.725127294781,7115.002163610591,7786.222845048041
,78.9749177437248,68.68222564931597,81.41002785905292,91.70649738649281,87.22184055983912,61.06752745551208,82.26794303928564,71.91345947630145,74.31241451118389,63.60965956590499,132.45035905031995,127.85023677842882,141.05687300330817,138.88176534552682,157.29209102853414,172.1413624858401,149.23862327026458,144.56263296100911,140.0081548887979,144.1454025580331,273.97177321502846,299.0205686898756,281.66220457385214,300.034181345018,240.06612422117885,320.20236611240574,289.8622026028539,296.07171159602296,280.8377385931596,260.1130014987527,516.9119818786088,513.6804952421533,622.8948181849216,535.3218818801034,592.4359725493712,596.6640688416882,579.5190583471162,631.2644976038378,544.7019044653298,534.1797528608124,984.3480673607161,1069.3254532254412,1195.6989450655828,1123.0893479711583,1088.4415320059882,1100.7631677406703,1221.0014853111936,1157.8347860540057,1215.6223355009104,1067.2133144643174,2262.302852170002,2202.177344040453,1801.4003088721604,2048.7024845193464,2436.9544045815514,1899.2263050078907,2117.791034339504,2375.188449532579,2255.418075184314,2381.1586285516123,3638.1313081855674,4260.891915888101,4105.017069304886,4516.492705667171,3980.982479306365,3850.7744378666343,4004.9387595064773,4187.063859937363,4409.752558084806,4128.780058108539,7526.297165199528,7492.955165149945,7144.541498863048,7690.275039919078,7694.051929367584,8796.92902552342,7668.8588768744885,8724.65642755489,7202.461062566946,7863.974652584317
,79.44640463876851,69.6256556740821,82.0717114660747,92.265610206119,87.9876268427658,61.74829428575145,83.2793950657044,72.68340994657039,75.03077691385838,64.110126282365,133.85688636764732,129.6592696681992,143.02210504195136,141.01202894637728,159.21696578029255,173.40300224585894,150.7461288882224,145.7979689110893,141.456938096432,145.82169163747668,277.60959759016964,301.6893297566867,284.18476427566713,303.7540751808534,242.7474201031513,324.1013584808461,292.665406924932,300.09608228205695,283.85864477629855,262.3862674294171,521.3313259703024,518.6318786429472,627.8991281984182,540.1138048386023,597.8881074894502,604.0537748606043,585.4819027278502,638.7409902073936,551.7195340544217,539.6270586276738,994.3947282050445,1084.1512871463378,1208.8402820156678,1139.2960900939775,1100.6348206179648,1113.0012861475063,1233.3103580725772,1169.6519444879366,1231.3058944895854,1079.764435676104,2287.5494340627233,2228.0559692762577,1821.3231177264706,2072.3755854027204,2459.7589592929953,1923.7951334674428,2141.140608605985,2397.4316281900387,2279.658312871689,2407.9796513888077,3678.5473954071026,4308.583446356983,4152.864829924625,4564.838169056701,4024.5652916062395,3894.215503807003,4056.18976790243,4226.745641531218,4456.494289151653,4171.071796999571,7607.382906546242,7591.75984419486,7227.460163656091,7763.646452205604,7773.402340694343,8887.799778237513,7758.385235832241,8806.245888710191,7290.336064129019,7941.399992277683
